"gene_i","gene_j","pcor_asthma","pcor_normal","delta","p_emp_lambda_as","p_emp_lambda_no","p_emp","q_fdr"
"224590_at","217022_s_at",0,0,0,1,1,1,1
"AFFX-HUMRGE/M10098_5_at","217022_s_at",0,0,0,1,1,1,1
"209728_at","217022_s_at",0,0,0,1,1,1,1
"206700_s_at","217022_s_at",0,0,0,1,1,1,1
"213831_at","236694_at",0,0,0,1,1,1,1
"203290_at","236694_at",0,0,0,1,1,1,1
"209480_at","236694_at",0,0,0,1,1,1,1
"AFFX-HUMRGE/M10098_5_at","236694_at",0,0,0,1,1,1,1
"209728_at","236694_at",0,0,0,1,1,1,1
"217022_s_at","236694_at",0,0,0,1,1,1,1
"213831_at","204410_at",0,0,0,1,1,1,1
"203290_at","204410_at",0,0,0,1,1,1,1
"209480_at","204410_at",0,0,0,1,1,1,1
"AFFX-HUMRGE/M10098_5_at","204410_at",0,0,0,1,1,1,1
"209728_at","204410_at",0,0,0,1,1,1,1
"217022_s_at","204410_at",0,0,0,1,1,1,1
"224588_at","236203_at",0,0,0,1,1,1,1
"227671_at","236203_at",0,0,0,1,1,1,1
"221728_x_at","236203_at",0,0,0,1,1,1,1
"214218_s_at","236203_at",0,0,0,1,1,1,1
"201909_at","236203_at",0,0,0,1,1,1,1
"204409_s_at","236203_at",0,0,0,1,1,1,1
"205000_at","236203_at",0,0,0,1,1,1,1
"203290_at","236203_at",0,0,0,1,1,1,1
"224589_at","236203_at",0,0,0,1,1,1,1
"224590_at","236203_at",0,0,0,1,1,1,1
"AFFX-HUMRGE/M10098_5_at","236203_at",0,0,0,1,1,1,1
"209728_at","236203_at",0,0,0,1,1,1,1
"206700_s_at","236203_at",0,0,0,1,1,1,1
"217022_s_at","236203_at",0,0,0,1,1,1,1
"236694_at","236203_at",0,0,0,1,1,1,1
"204410_at","236203_at",0,0,0,1,1,1,1
"224588_at","AFFX-HUMRGE/M10098_M_at",0,0,0,1,1,1,1
"227671_at","AFFX-HUMRGE/M10098_M_at",0,0,0,1,1,1,1
"221728_x_at","AFFX-HUMRGE/M10098_M_at",0,0,0,1,1,1,1
"213831_at","AFFX-HUMRGE/M10098_M_at",0,0,0,1,1,1,1
"214218_s_at","AFFX-HUMRGE/M10098_M_at",0,0,0,1,1,1,1
"201909_at","AFFX-HUMRGE/M10098_M_at",0,0,0,1,1,1,1
"204409_s_at","AFFX-HUMRGE/M10098_M_at",0,0,0,1,1,1,1
"205000_at","AFFX-HUMRGE/M10098_M_at",0,0,0,1,1,1,1
"203290_at","AFFX-HUMRGE/M10098_M_at",0,0,0,1,1,1,1
"224589_at","AFFX-HUMRGE/M10098_M_at",0,0,0,1,1,1,1
"209480_at","AFFX-HUMRGE/M10098_M_at",0,0,0,1,1,1,1
"224590_at","AFFX-HUMRGE/M10098_M_at",0,0,0,1,1,1,1
"209728_at","AFFX-HUMRGE/M10098_M_at",0,0,0,1,1,1,1
"206700_s_at","AFFX-HUMRGE/M10098_M_at",0,0,0,1,1,1,1
"217022_s_at","AFFX-HUMRGE/M10098_M_at",0,0,0,1,1,1,1
"236694_at","AFFX-HUMRGE/M10098_M_at",0,0,0,1,1,1,1
"204410_at","AFFX-HUMRGE/M10098_M_at",0,0,0,1,1,1,1
"236203_at","AFFX-HUMRGE/M10098_M_at",0,0,0,1,1,1,1
"224588_at","234764_x_at",0,0,0,1,1,1,1
"227671_at","234764_x_at",0,0,0,1,1,1,1
"221728_x_at","234764_x_at",0,0,0,1,1,1,1
"213831_at","234764_x_at",0,0,0,1,1,1,1
"214218_s_at","234764_x_at",0,0,0,1,1,1,1
"201909_at","234764_x_at",0,0,0,1,1,1,1
"204409_s_at","234764_x_at",0,0,0,1,1,1,1
"205000_at","234764_x_at",0,0,0,1,1,1,1
"203290_at","234764_x_at",0,0,0,1,1,1,1
"224589_at","234764_x_at",0,0,0,1,1,1,1
"209480_at","234764_x_at",0,0,0,1,1,1,1
"224590_at","234764_x_at",0,0,0,1,1,1,1
"AFFX-HUMRGE/M10098_5_at","234764_x_at",0,0,0,1,1,1,1
"209728_at","234764_x_at",0,0,0,1,1,1,1
"206700_s_at","234764_x_at",0,0,0,1,1,1,1
"217022_s_at","234764_x_at",0,0,0,1,1,1,1
"236694_at","234764_x_at",0,0,0,1,1,1,1
"204410_at","234764_x_at",0,0,0,1,1,1,1
"236203_at","234764_x_at",0,0,0,1,1,1,1
"AFFX-HUMRGE/M10098_M_at","234764_x_at",0,0,0,1,1,1,1
"224588_at","207076_s_at",0,0,0,1,1,1,1
"227671_at","207076_s_at",0,0,0,1,1,1,1
"221728_x_at","207076_s_at",0,0,0,1,1,1,1
